author,year,area,Journal,method,species,pollutant,p_type1,p_type2.x,Nc,Mc,Sc,Ne,Me,Se,land_use_c,land_use_e,other_param,comment,stulab,stuid,areaid,independent,caseid,obid_l1,obid_l2,obid_l3,caselab,caseid2,obid_l1_2,oblab,p_type2,es_adj,var_adj,es_nadj,var_nadj,shared.T,se_adj,se_nadj,Check,point_dis,dis_to_pol(m),areasize(km2),temperature,humidity(%),pressure,windspeed(m/s),aveconcen(mug/m3),greencover,city,country,landtype_control,landtype_exp,leaf
Cohen,2014,"Tel-Aviv, Israel",Environmental Pollution,Pollutant analyzer,NA,PM10,PM,s,144,69,30.5,144,24,9,urban square(winter),urban park(winter),mug,NA,18_Cohen_2014,18,NA,FALSE,1,200,83,83,18_Cohen_2014_case3,case3,obs.200,Cohen_2014_obs.200,s,-1.0253615,0.001636981,-1.032882321,0.001152165,TRUE,0.040459618,0.033943561,,separate,55,0.009503038,13.6,66,,1.6,46.5,0.65,Tel-Aviv,Israel,Urban,Park,FALSE
Cohen,2014,"Tel-Aviv, Israel",Environmental Pollution,Pollutant analyzer,NA,PM10,PM,s,192,34,18,192,33,13,urban square(summer),urban park(summer),mug,NA,18_Cohen_2014,18,NA,FALSE,4,202,85,85,18_Cohen_2014_case4,case4,obs.202,Cohen_2014_obs.202,s,0.104846298,0.001364156,0.065668927,0.001010075,TRUE,0.036934479,0.031781685,,separate,55,0.009503038,24.1,67,,1.9,33.5,0.85,Tel-Aviv,Israel,Urban,Park,TRUE
Cohen,2014,"Tel-Aviv, Israel",Environmental Pollution,Pollutant analyzer,NA,O3,O3,g,144,21,13,144,23,13,urban square(winter),urban park(winter),ppb,NA,18_Cohen_2014,18,NA,FALSE,5,204,34,118,18_Cohen_2014_case5,case5,obs.204,Cohen_2014_obs.204,g,0.087578541,0.003546161,0.08962965,0.002442367,TRUE,0.059549651,0.049420308,,separate,55,0.009503038,13.6,66,,1.6,47,0.65,Tel-Aviv,Israel,Urban,Park,FALSE
Cohen,2014,"Tel-Aviv, Israel",Environmental Pollution,Pollutant analyzer,NA,O3,O3,g,192,33,15.5,192,37,17,urban square(summer),urban park(summer),ppb,NA,18_Cohen_2014,18,NA,FALSE,6,206,36,120,18_Cohen_2014_case6,case6,obs.206,Cohen_2014_obs.206,g,0.111095403,0.001669473,0.112933719,0.001124097,TRUE,0.040859184,0.03352756,,separate,55,0.009503038,24.1,67,,1.9,75,0.85,Tel-Aviv,Israel,Urban,Park,TRUE
Deniz,2016,"Biga Peninsula,Turkey",Science of The Total Environment,Passive sampler+Pollutant analyzer,NA,O3,O3,g,12,71.6,26.5,12,100.7,20.5,suburban,mountain,mug,NA,25_Deniz_2016,25,NA,FALSE,1,208,38,122,25_Deniz_2016_case1,case1,obs.208,Deniz_2016_obs.208,g,0.350021538,0.013126005,0.341364985,0.007454996,FALSE,0.114568778,0.086342319,,separate,,,16.7,68,,3.1,86.2,0.8,Biga Peninsula,Turkey,Urban,Forest,TRUE
Wang,2016,"Hefei,China",Ecology and Environmental Sciences,Pollutant analyzer,NA,PM25,PM,s,10,64.4,15.3,10,49.83333333,11.7,open square,grassland,mug,NA,26_Wang_2016,26,NA,FALSE,1,210,87,87,26_Wang_2016_case1,case1,obs.210,Wang_2016_obs.210,s,-0.258907463,0.007458981,-0.259785077,0.003712128,FALSE,0.086365394,0.060927237,,separate,80,0.0201,28,80,,2.7,57.1,0.6,Hefei,China,Urban,Patch,TRUE
Desyana,2017,"Bogor,Indonesia",IOP:EES,Pollutant analyzer,NA,NO2,NOX,g,3,67.41,10.38,3,44.84333333,6.033333333,open area,under tree,NA,"distance to the road 0, 10, 30m",27_Desyana_2017,27,NA,FALSE,1,213,71,124,27_Desyana_2017_case1,case1,obs.213,Desyana_2017_obs.213,g,-0.445644299,0.008738653,-0.445434325,0.00421264,FALSE,0.093480761,0.064904852,,subpoint,13,0.000125,26.1,78,,1.0 ,56.1,0.8,Bogor,Indonesia,Urban,Patch,TRUE
Duan,2017,"Shenzhen,China",JBFU,Pollutant analyzer,NA,TSP,PM,s,12,127.71,6.11,12,114.1066667,13.02333333,urban square,Foothill,mug,NA,30_Duan_2017,30,NA,FALSE,1,216,90,90,30_Duan_2017_case1,case1,obs.216,Duan_2017_obs.216,s,-0.186818646,5.25E-04,-0.179878346,4.02E-04,FALSE,0.022911186,0.02005429,,separate,1500,7.1,29.3,82.6,,0.57,120.9083334,0.6,Shenzhen,China,Urban,Forest,TRUE
Duan,2017,"Shenzhen,China",JBFU,Pollutant analyzer,NA,PM10,PM,s,12,72.3,3.65,12,72.25333333,7.703333333,urban square,Foothill,mug,NA,30_Duan_2017,30,NA,FALSE,2,219,93,93,30_Duan_2017_case2,case2,obs.219,Duan_2017_obs.219,s,-0.033919946,5.12E-04,-0.030719191,3.75E-04,FALSE,0.022637973,0.019355217,,separate,1500,7.1,29.3,82.6,,0.57,72.27666667,0.6,Shenzhen,China,Urban,Forest,TRUE
Duan,2017,"Shenzhen,China",JBFU,Pollutant analyzer,NA,PM25,PM,s,12,14.73,0.6,12,18.64333333,1.453333333,urban square,Foothill,mug,NA,30_Duan_2017,30,NA,FALSE,3,222,96,96,30_Duan_2017_case3,case3,obs.222,Duan_2017_obs.222,s,0.098244388,2.31E-04,0.131479128,1.55E-04,FALSE,0.015209927,0.01245487,,separate,1500,7.1,29.3,82.6,,0.57,16.68666667,0.6,Shenzhen,China,Urban,Forest,TRUE
Duan,2018,"Shenzhen,China",Forests,Pollutant analyzer,NA,O3,O3,g,6,46.2,5.9,6,44.06666667,4.033333333,Urban squre,Foothill,mug,spring,40_Duan_2018,40,NA,FALSE,1,225,40,127,40_Duan_2018_case1,case1,obs.225,Duan_2018_obs.225,g,-0.03436647,0.0030471,-0.043124855,0.001375131,FALSE,0.055200541,0.037082758,,separate,2000,12.57,23.5,84,,0.55,45.13333334,0.45,Shenzhen,China,Urban,Forest,TRUE
Duan,2018,"Shenzhen,China",Forests,Pollutant analyzer,NA,O3,O3,g,6,35.7,3,6,51.83333333,3.033333333,Urban squre,Foothill,mug,summer,40_Duan_2018,40,NA,FALSE,2,228,43,130,40_Duan_2018_case2,case2,obs.228,Duan_2018_obs.228,g,0.41811307,0.001362297,0.372878531,5.93E-04,FALSE,0.036909312,0.024353255,,separate,2000,12.57,29.3,82,,0.57,43.76666667,0.65,Shenzhen,China,Urban,Forest,TRUE
Duan,2018,"Shenzhen,China",Forests,Pollutant analyzer,NA,O3,O3,g,6,37.2,9.7,6,43.43333333,1.733333333,Urban squre,Foothill,mug,autumn,40_Duan_2018,40,NA,FALSE,3,231,46,133,40_Duan_2018_case3,case3,obs.231,Duan_2018_obs.231,g,0.125471851,0.011409552,0.124612966,0.00387275,FALSE,0.106815504,0.062231419,,separate,2000,12.57,18.0 ,78,,0.51,40.31666667,0.4,Shenzhen,China,Urban,Forest,TRUE
Ozdemir,2019,"Istanbul,Turkey",Science of The Total Environment,Passive sampler,NA,PM25,PM,s,26,35.54,27.81,34,32.6,13.83,"no trees,close to traffic roadside",roadside tree line with gaps,mug,NA,41_Ozdemir_2019,41,NA,FALSE,1,234,99,99,41_Ozdemir_2019_case1,case1,obs.234,Ozdemir_2019_obs.234,s,-0.05887924,0.026081968,-0.086623096,0.014500024,FALSE,0.161499128,0.120416046,,subpoint,3.6,4.07138E-05,28.8,78.6,,5.2,34.1,0.5,Istanbul,Turkey,Traffic road,Lane,TRUE
Wan,2020,"Wuhan,China",JONFU,Pollutant analyzer,NA,PM25,PM,s,7,39.1,9.2,7,41.35,12.5,urban square,dense forests,mug,NA,47_Wan_2020,47,NA,FALSE,1,236,101,101,47_Wan_2020_case1,case1,obs.236,Wan_2020_obs.236,s,0.04829158,0.014193004,0.050943576,0.010337861,FALSE,0.119134394,0.101675274,,subpoint,12.5,0.000490859,22,78,,3.2,40.225,0.66,Wuhan,China,Urban,Lane,TRUE
Wan,2020,"Wuhan,China",JONFU,Pollutant analyzer,NA,PM10,PM,s,7,54.5,13.1,7,57.6,17.25,urban square,dense forests,mug,NA,47_Wan_2020,47,NA,FALSE,2,238,103,103,47_Wan_2020_case2,case2,obs.238,Wan_2020_obs.238,s,0.045175592,0.0143626,0.048803315,0.010360174,FALSE,0.119844065,0.101784938,,subpoint,12.5,0.000490859,22,78,,3.2,56.05,0.66,Wuhan,China,Urban,Lane,TRUE
Shao,2004,"Yichang,China",CJOAE,Passive sampler+Pollutant analyzer,NA,SO2,SO2,g,5,0.058,0.048,5,0.059,0.0345,bulding area,green land1,mg,NA,51_Shao_2004,51,NA,FALSE,1,240,15,136,51_Shao_2004_case1,case1,obs.240,Shao_2004_obs.240,g,0.017094433,0.169466285,0.017094433,0.102493897,FALSE,0.411662829,0.320146681,,separate,330,0.342,24,76,,2,58.5,0.274,Yichang,China,Residential,Patch,TRUE
Shao,2004,"Yichang,China",CJOAE,Passive sampler+Pollutant analyzer,NA,NOX,NOX,g,5,0.057,0.02,5,0.054,0.024,bulding area,green land1,mg,NA,51_Shao_2004,51,NA,FALSE,2,242,74,138,51_Shao_2004_case2,case2,obs.242,Shao_2004_obs.242,g,-0.059624367,0.043003762,-0.057577283,0.031337633,FALSE,0.207373485,0.177024387,,separate,330,0.342,24,76,,2,55.5,0.274,Yichang,China,Residential,Patch,TRUE
Shao,2004,"Yichang,China",CJOAE,Passive sampler+Pollutant analyzer,NA,TSP,PM,s,5,0.492,0.083,5,0.1645,0.053,bulding area,green land1,mg,NA,51_Shao_2004,51,NA,FALSE,3,244,105,105,51_Shao_2004_case3,case3,obs.244,Shao_2004_obs.244,s,-1.119567655,0.017349185,-1.154866012,0.014688267,FALSE,0.131716305,0.121195161,,separate,330,0.342,24,76,,2,328.25,0.274,Yichang,China,Residential,Patch,TRUE
Kapoor,2013,"Udaipur,India",Environmental Monitoring And Assessment,Passive sampler,NA,SO2,SO2,g,24,11.3,1.5,24,5.6,1.2,urban area,forest area,mug,NA,52_Kapoor_2013,52,NA,FALSE,1,246,17,140,52_Kapoor_2013_case1,case1,obs.246,Kapoor_2013_obs.246,g,-0.993538934,0.002207984,-0.75851249,0.00152785,TRUE,0.04698919,0.039087719,,separate,,,23,51,,2.1,8.47,0.69,Udaipur,India,Urban,Forest,TRUE
Kapoor,2013,"Udaipur,India",Environmental Monitoring And Assessment,Passive sampler,NA,NOX,NOX,g,24,31.15,8.45,24,30.6,4,urban area,forest area,mug,NA,52_Kapoor_2013,52,NA,FALSE,2,248,76,142,52_Kapoor_2013_case2,case2,obs.248,Kapoor_2013_obs.248,g,-0.017450508,0.002238334,-0.017516814,0.001883891,TRUE,0.047311034,0.043403809,,separate,,,23,51,,2.1,30.9,0.69,Udaipur,India,Urban,Forest,TRUE
Kapoor,2013,"Udaipur,India",Environmental Monitoring And Assessment,Passive sampler,NA,PM,PM,s,24,286.5,146.8,24,272,44.5,urban area,forest area,mug,NA,52_Kapoor_2013,52,NA,FALSE,3,250,107,107,52_Kapoor_2013_case3,case3,obs.250,Kapoor_2013_obs.250,s,0.015184685,0.006282498,0.011531093,0.005737695,TRUE,0.079262212,0.075747576,,separate,,,23,51,,2.1,279.3,0.69,Udaipur,India,Urban,Forest,TRUE
Freiman,2006,Israel,Atmospheric Environment,Pollutant analyzer,NA,PM10,PM,s,4,67.7,11.15,6,74.7,25.8,urban residential(61% cover),forests(98% cover),spring moring,NA,7_Freiman_2006,7,NA,FALSE,1,252,109,109,7_Freiman_2006_case1,case1,obs.252,Freiman_2006_obs.252,s,0.095969558,0.022652356,0.098792191,0.012723599,TRUE,0.150506997,0.11279893,,separate,50,0.0079,15.6,64,,3,71.2,0.59,Haifa,Israel,Residential,Forest,TRUE
Freiman,2006,Israel,Atmospheric Environment,Pollutant analyzer,NA,PM10,PM,s,8,58.55,4.975,11,60.5,6.9,urban residential(60% cover),forests(98% cover),summer morning,NA,7_Freiman_2006,7,NA,FALSE,2,254,111,111,7_Freiman_2006_case2,case2,obs.254,Freiman_2006_obs.254,s,0.039047702,0.00138677,0.03748464,5.24E-04,TRUE,0.037239357,0.022893285,,separate,50,0.0079,26.5,78,,8,59.525,0.59,Haifa,Israel,Residential,Forest,TRUE
